post_id,sku,slug,url
152584,WXC16B,wixco-wortex-linerlock-cf-black,https://www.michigansportsoutdoor.com/product/wixco-wortex-linerlock-cf-black/
152586,WXC16C,wixco-wortex-linerlock-cf-blue,https://www.michigansportsoutdoor.com/product/wixco-wortex-linerlock-cf-blue/
152588,WXC16E,wixco-wortex-linerlock-cf-red,https://www.michigansportsoutdoor.com/product/wixco-wortex-linerlock-cf-red/
153638,BO110307,boker-edk,https://www.michigansportsoutdoor.com/product/boker-edk/
153639,BO110308,boker-dtk,https://www.michigansportsoutdoor.com/product/boker-dtk/
153640,BOP01BP0034,boker-plus-modern-stockmann,https://www.michigansportsoutdoor.com/product/boker-plus-modern-stockmann/
153641,BOP01BP0035,boker-plus-modern-club-knife,https://www.michigansportsoutdoor.com/product/boker-plus-modern-club-knife/
153642,BOP09BP0019,boker-plus-atlas-fork,https://www.michigansportsoutdoor.com/product/boker-plus-atlas-fork/
153643,CTK104111BH,condor-speedchucks,https://www.michigansportsoutdoor.com/product/condor-speedchucks/
153644,CTK11650HC,condor-collection-hunter-knife,https://www.michigansportsoutdoor.com/product/condor-collection-hunter-knife/
153645,CTK134056HC,condor-k-night-panabasito,https://www.michigansportsoutdoor.com/product/condor-k-night-panabasito/
153646,CTK1343114HC,condor-k-night-bowie,https://www.michigansportsoutdoor.com/product/condor-k-night-bowie/
153647,CTK2012175HC,condor-indigenous-machete,https://www.michigansportsoutdoor.com/product/condor-indigenous-machete/
153648,CTK286370SS,condor-jarn-knife,https://www.michigansportsoutdoor.com/product/condor-jarn-knife/
153649,CTK39813HC,condor-mini-firewater,https://www.michigansportsoutdoor.com/product/condor-mini-firewater/
153650,CTK82830SK,condor-itzi-knife,https://www.michigansportsoutdoor.com/product/condor-itzi-knife/
153651,CTK82923SK,condor-sapito-knife,https://www.michigansportsoutdoor.com/product/condor-sapito-knife/
153652,DCI16093,due-cigni-bamboo-kitchen-knife-block,https://www.michigansportsoutdoor.com/product/due-cigni-bamboo-kitchen-knife-block/
153653,FNMB,fallkniven-modern-bowie,https://www.michigansportsoutdoor.com/product/fallkniven-modern-bowie/
153654,H06518AOGG10,heretic-knives-kobold-bowie-og-green-standard,https://www.michigansportsoutdoor.com/product/heretic-knives-kobold-bowie-og-green-standard/
153655,H0657AODG10,heretic-knives-kobold-bowie-bronze-standard-o,https://www.michigansportsoutdoor.com/product/heretic-knives-kobold-bowie-bronze-standard-o/
153656,HIGO11L,higonokami-folder-brass-laminated-blu-ste,https://www.michigansportsoutdoor.com/product/higonokami-folder-brass-laminated-blu-ste/
153657,HO24453,hogue-mysto-3-4-folder,https://www.michigansportsoutdoor.com/product/hogue-mysto-3-4-folder/
153658,HO24459,hogue-mysto-3-4-folder-2,https://www.michigansportsoutdoor.com/product/hogue-mysto-3-4-folder-2/
153659,KI1089A1,kizer-cutlery-cannoli,https://www.michigansportsoutdoor.com/product/kizer-cutlery-cannoli/
153660,KI1108A6,kizer-cutlery-whiskey-jack-4,https://www.michigansportsoutdoor.com/product/kizer-cutlery-whiskey-jack-4/
153661,KI1114A1,kizer-cutlery-nightjar,https://www.michigansportsoutdoor.com/product/kizer-cutlery-nightjar/
153662,KI1114A2,kizer-cutlery-nightjar-2,https://www.michigansportsoutdoor.com/product/kizer-cutlery-nightjar-2/
153663,KI1114A3,kizer-cutlery-nightjar-3,https://www.michigansportsoutdoor.com/product/kizer-cutlery-nightjar-3/
153664,KI1122A1,kizer-cutlery-bone,https://www.michigansportsoutdoor.com/product/kizer-cutlery-bone/
153665,KI1122A2,kizer-cutlery-bone-2,https://www.michigansportsoutdoor.com/product/kizer-cutlery-bone-2/
153666,KI1122A3,kizer-cutlery-bone-3,https://www.michigansportsoutdoor.com/product/kizer-cutlery-bone-3/
153667,KI1122A4,kizer-cutlery-bone-4,https://www.michigansportsoutdoor.com/product/kizer-cutlery-bone-4/
153668,KI34582BDA1,kizer-cutlery-begleiter-2-9,https://www.michigansportsoutdoor.com/product/kizer-cutlery-begleiter-2-9/
153669,KI34582CDA1,kizer-cutlery-begleiter-2-9-2,https://www.michigansportsoutdoor.com/product/kizer-cutlery-begleiter-2-9-2/
153670,KI3701A1,kizer-cutlery-takahe,https://www.michigansportsoutdoor.com/product/kizer-cutlery-takahe/
153671,KI3701A2,kizer-cutlery-takahe-2,https://www.michigansportsoutdoor.com/product/kizer-cutlery-takahe-2/
153672,KI4694A2,kizer-cutlery-feweed-xl,https://www.michigansportsoutdoor.com/product/kizer-cutlery-feweed-xl/
153673,KIV2583A6,kizer-cutlery-mini-bay,https://www.michigansportsoutdoor.com/product/kizer-cutlery-mini-bay/
153674,KIV3011BCA1,kizer-cutlery-nice-guy,https://www.michigansportsoutdoor.com/product/kizer-cutlery-nice-guy/
153675,KIV34582BDA1,kizer-cutlery-begleiter-2-9-3,https://www.michigansportsoutdoor.com/product/kizer-cutlery-begleiter-2-9-3/
153676,KIV34582BDA2,kizer-cutlery-begleiter-2-9-4,https://www.michigansportsoutdoor.com/product/kizer-cutlery-begleiter-2-9-4/
153677,KIV34582CDA1,kizer-cutlery-begleiter-2-9-5,https://www.michigansportsoutdoor.com/product/kizer-cutlery-begleiter-2-9-5/
153678,KIV34582CDA2,kizer-cutlery-begleiter-2-9-6,https://www.michigansportsoutdoor.com/product/kizer-cutlery-begleiter-2-9-6/
153679,KIV3801A1,kizer-cutlery-glaux,https://www.michigansportsoutdoor.com/product/kizer-cutlery-glaux/
153680,KIV3801A2,kizer-cutlery-glaux-2,https://www.michigansportsoutdoor.com/product/kizer-cutlery-glaux-2/
153681,KIV3801A3,kizer-cutlery-glaux-3,https://www.michigansportsoutdoor.com/product/kizer-cutlery-glaux-3/
153682,KIZXFK03M1,kizer-cutlery-pioneer,https://www.michigansportsoutdoor.com/product/kizer-cutlery-pioneer/
153683,KIZXFK03M2,kizer-cutlery-pioneer-2,https://www.michigansportsoutdoor.com/product/kizer-cutlery-pioneer-2/
153684,KIZXFK03M3,kizer-cutlery-pioneer-3,https://www.michigansportsoutdoor.com/product/kizer-cutlery-pioneer-3/
153685,KIZXFK03M4,kizer-cutlery-pioneer-4,https://www.michigansportsoutdoor.com/product/kizer-cutlery-pioneer-4/
153686,KUB457A,kb-knives-sear-framelock-micro-mill-ti,https://www.michigansportsoutdoor.com/product/kb-knives-sear-framelock-micro-mill-ti/
153687,KUB457B,kb-knives-sear-framelock-flamed-ti,https://www.michigansportsoutdoor.com/product/kb-knives-sear-framelock-flamed-ti/
153688,KUB457C,kb-knives-sear-framelock-dlc-ti,https://www.michigansportsoutdoor.com/product/kb-knives-sear-framelock-dlc-ti/
153689,KUB457D,kb-knives-sear-framelock-purple-ti,https://www.michigansportsoutdoor.com/product/kb-knives-sear-framelock-purple-ti/
153690,KUB458A,kb-knives-navigator-framelock-ti,https://www.michigansportsoutdoor.com/product/kb-knives-navigator-framelock-ti/
153691,KUB458B,kb-knives-navigator-framelock-flamed-ti,https://www.michigansportsoutdoor.com/product/kb-knives-navigator-framelock-flamed-ti/
153692,KUB488A,kb-knives-aero-crossbarlock-gray-ti,https://www.michigansportsoutdoor.com/product/kb-knives-aero-crossbarlock-gray-ti/
153693,KUB488B,kb-knives-aero-crossbarlock-blue-ti,https://www.michigansportsoutdoor.com/product/kb-knives-aero-crossbarlock-blue-ti/
153694,KUB488C,kb-knives-aero-crossbarlock-purple-ti,https://www.michigansportsoutdoor.com/product/kb-knives-aero-crossbarlock-purple-ti/
153695,KUB488D,kb-knives-aero-crossbarlock-green-ti,https://www.michigansportsoutdoor.com/product/kb-knives-aero-crossbarlock-green-ti/
153696,LTRF106XST,lotar-combat-akrav-gen-6x-framelock,https://www.michigansportsoutdoor.com/product/lotar-combat-akrav-gen-6x-framelock/
153697,LTRF106XSTX,lotar-combat-akrav-gen-6x-framelock-serrate,https://www.michigansportsoutdoor.com/product/lotar-combat-akrav-gen-6x-framelock-serrate/
153698,MCT159RL10APTA,microtech-socom-ram-lok,https://www.michigansportsoutdoor.com/product/microtech-socom-ram-lok/
153699,MCT16112APNC,microtech-socom-elite-te-linerlock-ap-5,https://www.michigansportsoutdoor.com/product/microtech-socom-elite-te-linerlock-ap-5/
153700,MCT169RL10FRMS1,microtech-stitch-s-e-button-lock-sw-frag,https://www.michigansportsoutdoor.com/product/microtech-stitch-s-e-button-lock-sw-frag/
153701,MCT169RL10MS3,microtech-stitch-s-e-button-lock-sw,https://www.michigansportsoutdoor.com/product/microtech-stitch-s-e-button-lock-sw/
